616	69
610	98
602	129
596	153
592	177
584	207
581	230
574	264
569	292
567	323
565	365
565	404
565	433
557	476
554	502
551	530
546	559
543	585
538	616
537	639
532	668
532	703
531	729
526	754
524	781
521	805
520	829
552	839
580	839
621	839
646	839
668	839
698	839
730	839
771	839
809	839
844	839
888	839
923	839
966	839
999	839
1040	839
1078	839
1118	839
1154	839
1181	839
1213	839
1238	839
1266	839
